"job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","nr.employed","age_group","prediction"
"admin.","married","professional.course","no","yes","no","cellular","may","thu",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"technician","single","university.degree","no","yes","no","cellular","aug","wed",5,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"services","married","high.school","no","yes","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"retired","married","basic.9y","no","no","no","cellular","jul","mon",4,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","married","high.school","no","no","yes","telephone","may","thu",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","married","professional.course","no","yes","yes","cellular","aug","tue",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"admin.","single","high.school","no","no","no","cellular","apr","fri",3,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Adults",1
"admin.","married","high.school","no","no","no","telephone","jun","mon",4,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"blue-collar","single","basic.9y","no","no","no","cellular","may","thu",3,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"self-employed","married","professional.course","no","no","no","cellular","may","tue",2,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","married","high.school","no","no","no","cellular","jul","thu",7,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"blue-collar","single","basic.9y","no","no","no","cellular","may","mon",2,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"entrepreneur","married","basic.4y","no","yes","no","telephone","jul","fri",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","single","university.degree","no","yes","no","cellular","jun","wed",1,0,"nonexistent",-2.9,92.963,-40.8,5076.2,"Young Adults",2
"retired","married","basic.4y","no","yes","yes","cellular","aug","thu",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"services","married","basic.9y","no","yes","no","telephone","may","wed",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","married","high.school","no","no","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"entrepreneur","married","professional.course","no","yes","no","cellular","nov","thu",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"services","married","basic.6y","no","no","no","cellular","jul","wed",6,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","married","university.degree","no","yes","no","cellular","jul","fri",5,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","married","university.degree","no","yes","yes","cellular","nov","thu",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"blue-collar","single","basic.9y","no","no","no","cellular","apr","mon",1,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Young Adults",1
"blue-collar","married","professional.course","no","yes","no","cellular","may","thu",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"blue-collar","single","basic.4y","no","yes","no","cellular","may","fri",9,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"management","married","university.degree","no","no","no","cellular","jul","tue",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"blue-collar","single","basic.9y","no","yes","yes","telephone","jun","thu",3,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"services","married","basic.9y","no","no","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","single","university.degree","no","no","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"management","single","high.school","no","yes","yes","cellular","nov","wed",2,1,"success",-0.1,93.2,-42,5195.8,"Young Adults",2
"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",3,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"self-employed","married","university.degree","no","no","no","cellular","aug","tue",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"technician","married","professional.course","no","yes","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"unemployed","married","professional.course","no","no","no","cellular","sep","fri",1,2,"failure",-3.4,92.379,-29.8,5017.5,"Adults",2
"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",5,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","married","university.degree","no","yes","no","cellular","aug","mon",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"entrepreneur","divorced","high.school","no","yes","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"management","married","high.school","no","yes","no","cellular","nov","wed",3,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"blue-collar","married","basic.4y","no","yes","no","telephone","jun","fri",7,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"housemaid","single","basic.4y","no","no","yes","cellular","may","thu",6,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"management","married","university.degree","no","no","no","cellular","aug","mon",6,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"services","divorced","basic.4y","no","yes","no","telephone","jun","fri",6,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"entrepreneur","married","university.degree","no","yes","no","telephone","may","fri",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","divorced","high.school","no","no","no","cellular","jul","mon",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"blue-collar","single","basic.9y","no","no","no","telephone","may","wed",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"blue-collar","single","basic.9y","no","no","yes","telephone","jun","thu",2,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"admin.","single","high.school","no","no","no","cellular","jul","tue",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"services","divorced","high.school","no","no","no","cellular","may","mon",3,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"entrepreneur","divorced","basic.6y","no","no","yes","cellular","may","thu",1,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"retired","divorced","basic.4y","no","yes","yes","cellular","mar","wed",2,0,"nonexistent",-1.8,92.843,-50,5099.1,"Senior Citizens",2
"admin.","married","university.degree","no","yes","yes","cellular","apr","thu",6,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Young Adults",2
"technician","single","basic.9y","no","yes","no","telephone","jun","fri",2,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"technician","single","university.degree","no","yes","yes","cellular","jul","wed",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"unemployed","married","high.school","no","yes","no","telephone","may","mon",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","married","university.degree","no","yes","no","cellular","may","fri",2,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","married","university.degree","no","no","no","telephone","jun","tue",9,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"technician","single","university.degree","no","yes","no","telephone","jul","thu",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"technician","married","professional.course","no","yes","no","cellular","jul","fri",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"technician","married","high.school","no","yes","no","cellular","may","tue",4,1,"success",-1.8,92.893,-46.2,5099.1,"Adults",1
"services","married","basic.9y","no","yes","no","telephone","jun","fri",3,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"technician","divorced","basic.9y","no","yes","no","cellular","jul","wed",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","divorced","university.degree","no","yes","no","telephone","may","tue",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"management","single","university.degree","no","no","no","telephone","jun","thu",5,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"admin.","married","university.degree","no","yes","no","telephone","may","thu",4,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"services","single","high.school","no","yes","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"entrepreneur","married","university.degree","no","yes","no","cellular","nov","thu",3,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"unemployed","married","basic.9y","no","yes","no","cellular","apr","mon",1,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Adults",1
"self-employed","married","professional.course","no","no","no","cellular","jul","thu",7,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"blue-collar","single","high.school","no","no","yes","cellular","may","wed",3,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"self-employed","married","university.degree","no","no","no","cellular","apr","mon",3,1,"failure",-1.8,93.075,-47.1,5099.1,"Adults",1
"admin.","married","high.school","no","yes","no","cellular","may","tue",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","single","university.degree","no","no","no","telephone","may","mon",5,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"blue-collar","married","basic.6y","no","yes","no","telephone","jun","mon",8,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"technician","married","university.degree","no","no","no","telephone","jun","tue",1,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"self-employed","single","university.degree","no","no","no","telephone","may","thu",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"retired","married","basic.4y","no","yes","yes","cellular","oct","tue",1,1,"success",-3.4,92.431,-26.9,5017.5,"Senior Citizens",2
"services","single","basic.4y","no","no","no","telephone","may","wed",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","single","university.degree","no","no","no","cellular","nov","fri",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"retired","married","high.school","no","yes","no","cellular","may","mon",2,2,"failure",-1.8,92.893,-46.2,5099.1,"Senior Citizens",1
"admin.","divorced","university.degree","no","yes","no","cellular","nov","wed",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"blue-collar","married","basic.6y","no","yes","no","cellular","apr","wed",2,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Adults",1
"services","married","high.school","no","no","no","telephone","jun","fri",14,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"management","married","university.degree","no","yes","no","cellular","aug","thu",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","divorced","basic.4y","no","no","no","cellular","jul","thu",5,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"entrepreneur","married","university.degree","no","no","no","telephone","may","wed",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"retired","married","university.degree","no","yes","no","cellular","aug","wed",1,1,"failure",-2.9,92.201,-31.4,5076.2,"Adults",2
"admin.","divorced","university.degree","no","yes","no","cellular","nov","mon",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"admin.","married","university.degree","no","no","no","telephone","may","wed",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","single","high.school","no","no","no","cellular","jul","thu",2,3,"success",-1.7,94.215,-40.3,4991.6,"Adults",2
"admin.","single","university.degree","no","yes","no","cellular","nov","wed",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"services","married","high.school","no","no","no","telephone","may","tue",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"student","single","high.school","no","no","no","cellular","nov","wed",2,0,"nonexistent",-3.4,92.649,-30.1,5017.5,"Young Adults",1
"student","single","professional.course","no","no","no","telephone","nov","thu",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"admin.","married","high.school","no","no","no","cellular","jul","fri",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"management","married","university.degree","no","no","no","cellular","aug","mon",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","married","basic.9y","no","yes","yes","cellular","aug","thu",3,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"self-employed","married","high.school","no","no","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"self-employed","divorced","university.degree","no","no","no","cellular","nov","thu",4,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"management","married","university.degree","no","yes","no","cellular","may","fri",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"services","single","high.school","no","no","no","cellular","may","wed",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"technician","married","high.school","no","no","no","cellular","apr","mon",3,2,"failure",-1.8,93.075,-47.1,5099.1,"Adults",1
"technician","divorced","professional.course","no","yes","yes","cellular","aug","mon",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"admin.","single","basic.4y","no","yes","yes","telephone","jun","tue",6,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"management","married","university.degree","no","no","no","cellular","apr","mon",1,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Young Adults",1
"technician","single","high.school","no","yes","no","cellular","aug","thu",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"management","single","university.degree","no","yes","no","cellular","aug","tue",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"services","single","basic.9y","no","no","no","cellular","jul","fri",5,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"admin.","married","university.degree","no","yes","no","cellular","aug","tue",11,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","married","basic.6y","no","no","yes","telephone","may","wed",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","married","high.school","no","yes","yes","telephone","apr","mon",1,2,"failure",-1.8,93.075,-47.1,5099.1,"Young Adults",1
"blue-collar","married","high.school","no","yes","no","cellular","dec","thu",1,0,"nonexistent",-0.2,92.756,-45.9,5176.3,"Adults",2
"management","married","university.degree","no","no","no","telephone","jun","wed",17,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"blue-collar","married","basic.4y","no","no","yes","telephone","may","thu",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"technician","married","university.degree","no","yes","yes","cellular","sep","wed",2,0,"nonexistent",-3.4,92.379,-29.8,5017.5,"Adults",2
"management","married","university.degree","no","no","no","cellular","aug","thu",4,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","married","high.school","no","no","no","cellular","may","tue",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"retired","married","high.school","no","no","no","cellular","sep","mon",1,0,"nonexistent",-1.1,94.199,-37.5,4963.6,"Senior Citizens",2
"retired","married","university.degree","no","yes","yes","telephone","nov","mon",3,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"technician","married","professional.course","no","no","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","single","university.degree","no","yes","no","cellular","nov","thu",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"admin.","married","high.school","no","yes","no","telephone","may","thu",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","single","professional.course","no","no","no","cellular","aug","mon",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"admin.","single","university.degree","no","no","no","telephone","may","mon",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","married","university.degree","no","no","no","cellular","jul","thu",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","married","university.degree","no","no","no","cellular","may","wed",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"self-employed","single","university.degree","no","no","yes","cellular","jun","wed",4,0,"nonexistent",-2.9,92.963,-40.8,5076.2,"Adults",2
"blue-collar","divorced","high.school","no","no","no","telephone","jun","tue",1,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"technician","single","high.school","no","no","no","cellular","aug","fri",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"unemployed","married","high.school","no","yes","no","telephone","jun","fri",13,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"admin.","divorced","university.degree","no","yes","yes","cellular","nov","wed",2,1,"failure",-0.1,93.2,-42,5195.8,"Adults",1
"admin.","married","university.degree","no","yes","yes","cellular","jul","wed",3,2,"failure",-1.7,94.215,-40.3,4991.6,"Adults",2
"entrepreneur","married","high.school","no","yes","no","telephone","may","mon",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"services","married","high.school","no","no","no","cellular","aug","fri",5,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"admin.","married","university.degree","no","yes","no","cellular","aug","thu",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"admin.","married","university.degree","no","yes","no","cellular","aug","wed",4,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"services","married","high.school","no","no","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"management","single","university.degree","no","yes","yes","telephone","may","mon",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"management","divorced","high.school","no","yes","no","cellular","nov","mon",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"services","divorced","basic.9y","no","yes","no","telephone","may","wed",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","married","university.degree","no","yes","no","telephone","may","fri",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","single","high.school","no","yes","no","cellular","nov","tue",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"blue-collar","married","basic.6y","no","yes","no","telephone","sep","thu",1,0,"nonexistent",-1.1,94.199,-37.5,4963.6,"Adults",2
"unemployed","married","professional.course","no","yes","no","telephone","nov","tue",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",2
"student","single","high.school","no","no","no","cellular","jul","tue",1,1,"failure",-1.7,94.215,-40.3,4991.6,"Young Adults",1
"admin.","single","university.degree","no","yes","no","cellular","jul","mon",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",1,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"management","divorced","university.degree","no","yes","no","telephone","may","wed",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","single","high.school","no","yes","no","cellular","oct","mon",2,2,"failure",-3.4,92.431,-26.9,5017.5,"Young Adults",1
"admin.","married","high.school","no","no","no","cellular","nov","fri",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"blue-collar","single","basic.6y","no","no","no","cellular","may","mon",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","single","high.school","no","yes","no","cellular","apr","fri",2,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Adults",1
"technician","single","professional.course","no","yes","no","cellular","may","mon",1,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"retired","divorced","university.degree","no","no","no","cellular","aug","tue",1,0,"nonexistent",-2.9,92.201,-31.4,5076.2,"Senior Citizens",1
"services","single","basic.9y","no","yes","yes","cellular","jul","tue",6,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"admin.","divorced","high.school","no","yes","yes","cellular","may","thu",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"entrepreneur","single","university.degree","no","yes","no","cellular","may","fri",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","single","university.degree","no","no","no","cellular","mar","tue",4,0,"nonexistent",-1.8,93.369,-34.8,5008.7,"Young Adults",2
"admin.","single","university.degree","no","yes","no","cellular","may","tue",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"technician","married","professional.course","no","no","no","cellular","aug","mon",1,0,"nonexistent",-2.9,92.201,-31.4,5076.2,"Young Adults",2
"technician","married","high.school","no","no","no","cellular","nov","fri",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"management","divorced","high.school","no","yes","no","telephone","jun","fri",4,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"retired","married","basic.4y","no","no","no","cellular","nov","tue",3,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"admin.","single","university.degree","no","yes","no","cellular","jul","wed",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"services","single","high.school","no","yes","no","cellular","may","tue",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","single","university.degree","no","no","no","cellular","nov","fri",3,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"blue-collar","divorced","basic.9y","no","no","no","cellular","jul","mon",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","married","university.degree","no","no","no","cellular","may","fri",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"services","married","high.school","no","yes","no","cellular","aug","mon",15,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"admin.","single","university.degree","no","no","no","telephone","jun","tue",6,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"entrepreneur","married","basic.4y","no","yes","no","telephone","may","wed",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","married","university.degree","no","no","no","cellular","jul","mon",6,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","single","university.degree","no","no","no","telephone","may","mon",13,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","single","university.degree","no","yes","no","telephone","may","fri",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","married","professional.course","no","yes","no","cellular","aug","mon",1,1,"success",-2.9,92.201,-31.4,5076.2,"Adults",1
"admin.","married","high.school","no","no","no","telephone","may","wed",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","divorced","university.degree","no","yes","no","telephone","jun","fri",3,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"management","married","university.degree","no","no","no","cellular","dec","thu",4,1,"failure",-3,92.713,-33,5023.5,"Adults",2
"services","married","high.school","no","no","yes","cellular","apr","fri",1,1,"failure",-1.8,93.075,-47.1,5099.1,"Adults",1
"management","married","university.degree","no","yes","no","cellular","may","wed",4,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","married","high.school","no","yes","no","telephone","may","wed",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"technician","single","university.degree","no","yes","yes","cellular","nov","fri",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"technician","married","university.degree","no","yes","no","cellular","nov","mon",1,0,"nonexistent",-3.4,92.649,-30.1,5017.5,"Young Adults",1
"technician","single","high.school","no","yes","no","cellular","aug","tue",6,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"admin.","single","high.school","no","no","no","cellular","apr","thu",1,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Young Adults",1
"admin.","divorced","university.degree","no","yes","no","telephone","may","fri",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","married","university.degree","no","yes","no","cellular","jul","wed",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"blue-collar","married","basic.4y","no","no","no","cellular","apr","tue",1,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Adults",1
"admin.","married","university.degree","no","yes","no","telephone","aug","tue",7,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"admin.","single","university.degree","no","no","no","cellular","aug","mon",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"self-employed","single","high.school","no","yes","no","cellular","nov","tue",4,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"admin.","single","university.degree","no","yes","yes","telephone","may","wed",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","single","basic.9y","no","no","no","cellular","may","tue",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"technician","married","professional.course","no","no","no","telephone","may","fri",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"services","single","basic.9y","no","no","no","telephone","may","mon",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"entrepreneur","married","professional.course","no","yes","yes","cellular","may","fri",1,1,"failure",-1.8,92.893,-46.2,5099.1,"Adults",1
"blue-collar","single","basic.6y","no","no","no","telephone","jun","fri",2,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"admin.","married","university.degree","no","yes","no","cellular","aug","fri",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"technician","single","professional.course","no","no","yes","telephone","may","mon",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"blue-collar","divorced","basic.9y","no","no","no","telephone","jun","mon",4,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"services","married","basic.9y","no","no","no","telephone","jun","fri",1,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"blue-collar","single","basic.9y","no","yes","no","cellular","jul","wed",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"entrepreneur","divorced","basic.4y","no","no","no","cellular","nov","tue",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"management","married","university.degree","no","yes","no","cellular","jul","wed",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"retired","married","university.degree","no","yes","no","cellular","jul","mon",2,1,"failure",-1.7,94.215,-40.3,4991.6,"Senior Citizens",2
"unemployed","married","university.degree","no","yes","no","cellular","aug","thu",8,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"services","married","high.school","no","no","yes","cellular","jul","thu",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"services","married","basic.4y","no","no","yes","cellular","aug","wed",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"self-employed","single","university.degree","no","yes","no","cellular","may","mon",3,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"services","married","high.school","no","no","no","cellular","may","mon",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","married","university.degree","no","no","no","telephone","jul","fri",9,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"entrepreneur","married","basic.9y","no","no","no","telephone","jun","mon",1,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"admin.","single","high.school","no","no","no","cellular","jul","fri",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","divorced","university.degree","no","yes","no","cellular","nov","thu",2,1,"failure",-0.1,93.2,-42,5195.8,"Young Adults",1
